title,description,text,category,pubDate,link
Bafta Games Awards 2022: Sci-fi survival game Returnal is big winner,"Returnal, which revolves around an astronaut who crash lands on an alien planet, is named best game.","Bafta Games Awards 2022: Sci-fi survival game Returnal is big winner. Returnal, which revolves around an astronaut who crash lands on an alien planet, is named best game.",entertainment,"Thu, 07 Apr 2022 21:23:35 GMT",https://www.bbc.co.uk/news/entertainment-arts-61026307?at_medium=RSS&at_campaign=KARANGA
TV Baftas 2023: Claudia Winkleman and The Traitors among winners,Ben Whishaw and Kate Winslet were among the acting winners at the Royal Festival Hall ceremony.,TV Baftas 2023: Claudia Winkleman and The Traitors among winners. Ben Whishaw and Kate Winslet were among the acting winners at the Royal Festival Hall ceremony.,entertainment,"Sun, 14 May 2023 20:15:44 GMT",https://www.bbc.co.uk/news/entertainment-arts-65390943?at_medium=RSS&at_campaign=KARANGA
Taylor Swift is vulnerable but vicious on new album,"The star's 11th album is much more than a break-up record, and may even mark the end of an era.","Taylor Swift is vulnerable but vicious on new album. The star's 11th album is much more than a break-up record, and may even mark the end of an era.",entertainment,"Fri, 19 Apr 2024 12:19:09 GMT",https://www.bbc.co.uk/news/entertainment-arts-68846376
Nyad: Netflix film follows swimmer who braved sharks and jellyfish,A new movie follows retired athlete Diana Nyad's real-life attempts to swim from Cuba to Florida.,Nyad: Netflix film follows swimmer who braved sharks and jellyfish. A new movie follows retired athlete Diana Nyad's real-life attempts to swim from Cuba to Florida.,entertainment,"Thu, 19 Oct 2023 00:51:05 GMT",https://www.bbc.co.uk/news/entertainment-arts-67052980?at_medium=RSS&at_campaign=KARANGA
BBC announces changes to simplify its complaints process,The corporation says it will make its complaints process easier and more transparent to navigate.,BBC announces changes to simplify its complaints process. The corporation says it will make its complaints process easier and more transparent to navigate.,entertainment,"Tue, 29 Nov 2022 00:37:24 GMT",https://www.bbc.co.uk/news/entertainment-arts-63784019?at_medium=RSS&at_campaign=KARANGA
Harry and Meghan: Does Netflix's documentary live up to the hype?,"The couple tell their ""truth"" about love, the media and racism, but many questions remain unanswered.","Harry and Meghan: Does Netflix's documentary live up to the hype?. The couple tell their ""truth"" about love, the media and racism, but many questions remain unanswered.",entertainment,"Fri, 09 Dec 2022 00:01:34 GMT",https://www.bbc.co.uk/news/entertainment-arts-63890246?at_medium=RSS&at_campaign=KARANGA
BBC Sound Of 2024: How embracing chaos made Olivia Dean a breakout star,"Olivia Dean could have played safe on her debut album. Instead, she got messy - with stellar results.","BBC Sound Of 2024: How embracing chaos made Olivia Dean a breakout star. Olivia Dean could have played safe on her debut album. Instead, she got messy - with stellar results.",entertainment,"Thu, 04 Jan 2024 03:07:41 GMT",https://www.bbc.co.uk/news/entertainment-arts-67714013?at_medium=RSS&at_campaign=KARANGA
Josephine Tewson: Keeping Up Appearances actress dies at 91,Josephine Tewson played Hyacinth Bucket's nervous neighbour Elizabeth in the 1990s TV sitcom.,Josephine Tewson: Keeping Up Appearances actress dies at 91. Josephine Tewson played Hyacinth Bucket's nervous neighbour Elizabeth in the 1990s TV sitcom.,entertainment,"Fri, 19 Aug 2022 16:05:39 GMT",https://www.bbc.co.uk/news/entertainment-arts-62605184?at_medium=RSS&at_campaign=KARANGA
TV classic's radio revival to reveal what Our Friends in the North did next,The classic TV drama is adapted for the radio and brought up to date with a new episode set in 2020.,TV classic's radio revival to reveal what Our Friends in the North did next. The classic TV drama is adapted for the radio and brought up to date with a new episode set in 2020.,entertainment,"Thu, 17 Mar 2022 03:08:59 GMT",https://www.bbc.co.uk/news/entertainment-arts-60748464?at_medium=RSS&at_campaign=KARANGA
TV world pays tribute to 'titan of comedy' Mike Yarwood,"Comedian Mike Yarwood, whose TV impressions made him a household name, dies aged 82.","TV world pays tribute to 'titan of comedy' Mike Yarwood. Comedian Mike Yarwood, whose TV impressions made him a household name, dies aged 82.",entertainment,"Fri, 08 Sep 2023 22:32:18 GMT",https://www.bbc.co.uk/news/entertainment-arts-66758400?at_medium=RSS&at_campaign=KARANGA
"Dolly Parton, Britney Spears and Taylor Swift tribute acts stage protest over Meta 'ban'",Britney Spears and Dolly Parton impersonators say Facebook and Instagram has banned their profiles.,"Dolly Parton, Britney Spears and Taylor Swift tribute acts stage protest over Meta 'ban'. Britney Spears and Dolly Parton impersonators say Facebook and Instagram has banned their profiles.",entertainment,"Tue, 27 Jun 2023 12:04:21 GMT",https://www.bbc.co.uk/news/entertainment-arts-66028976?at_medium=RSS&at_campaign=KARANGA
"Red Carpet: Black dresses, pops of neon and a giraffe","Stars wore their finest for the red carpet in London at the UK's biggest music night, the Brit Awards.","Red Carpet: Black dresses, pops of neon and a giraffe. Stars wore their finest for the red carpet in London at the UK's biggest music night, the Brit Awards.",entertainment,"Sat, 02 Mar 2024 20:49:29 GMT",https://www.bbc.co.uk/news/entertainment-arts-68458921
Laurie Johnson: The Avengers theme composer dies,"The veteran composer, who was 96, provided some of Britain's best loved TV themes and film music.","Laurie Johnson: The Avengers theme composer dies. The veteran composer, who was 96, provided some of Britain's best loved TV themes and film music.",entertainment,"Mon, 22 Jan 2024 10:50:28 GMT",https://www.bbc.co.uk/news/entertainment-arts-68054498?at_medium=RSS&at_campaign=KARANGA
"Robbie Coltrane obituary: Actor who could be funny or serious, but always compelling","The larger-than-life actor excelled in comic and tougher roles, but also battled drink problems.","Robbie Coltrane obituary: Actor who could be funny or serious, but always compelling. The larger-than-life actor excelled in comic and tougher roles, but also battled drink problems.",entertainment,"Fri, 14 Oct 2022 17:17:30 GMT",https://www.bbc.co.uk/news/entertainment-arts-31150653?at_medium=RSS&at_campaign=KARANGA
Sir Cliff Richard sings in BBC interview 'without artificial insemination',The legendary singer treats BBC viewers to a melody and says he won't use AI in his work.,Sir Cliff Richard sings in BBC interview 'without artificial insemination'. The legendary singer treats BBC viewers to a melody and says he won't use AI in his work.,entertainment,"Mon, 30 Oct 2023 10:36:43 GMT",https://www.bbc.co.uk/news/entertainment-arts-67261414?at_medium=RSS&at_campaign=KARANGA
Strictly Come Dancing 2022: Comedian Ellie Taylor joins line-up,The Mock the Week and Ted Lasso star is the ninth contestant to be announced for the BBC One contest.,Strictly Come Dancing 2022: Comedian Ellie Taylor joins line-up. The Mock the Week and Ted Lasso star is the ninth contestant to be announced for the BBC One contest.,entertainment,"Tue, 09 Aug 2022 09:10:40 GMT",https://www.bbc.co.uk/news/entertainment-arts-62407451?at_medium=RSS&at_campaign=KARANGA
Why are there so many deepfakes of Bollywood actresses?,"Rashmika Mandanna, Priyanka Chopra Jonas and Alia Bhatt are among the stars who have been targeted.","Why are there so many deepfakes of Bollywood actresses?. Rashmika Mandanna, Priyanka Chopra Jonas and Alia Bhatt are among the stars who have been targeted.",entertainment,"Fri, 22 Dec 2023 23:55:05 GMT",https://www.bbc.co.uk/news/entertainment-arts-67726019?at_medium=RSS&at_campaign=KARANGA
Aspinall beats Smith to win Premier League night 12,Nathan Aspinall beats Michael Smith 6-4 in the final to win night 12 of Premier League Darts in Rotterdam.,Aspinall beats Smith to win Premier League night 12. Nathan Aspinall beats Michael Smith 6-4 in the final to win night 12 of Premier League Darts in Rotterdam.,entertainment,"Thu, 18 Apr 2024 22:21:20 GMT",https://www.bbc.co.uk/sport/darts/68840914
Where are the new classic sitcoms?,Why the streaming age means it is harder for new comedies to make the whole nation laugh.,Where are the new classic sitcoms?. Why the streaming age means it is harder for new comedies to make the whole nation laugh.,entertainment,"Fri, 13 May 2022 23:48:06 GMT",https://www.bbc.co.uk/news/entertainment-arts-61217486?at_medium=RSS&at_campaign=KARANGA
Vivienne Westwood: Kate Moss and Victoria Beckham attend memorial service,Kate Moss and Victoria Beckham were among those paying tribute to the late fashion designer.,Vivienne Westwood: Kate Moss and Victoria Beckham attend memorial service. Kate Moss and Victoria Beckham were among those paying tribute to the late fashion designer.,entertainment,"Thu, 16 Feb 2023 16:27:27 GMT",https://www.bbc.co.uk/news/entertainment-arts-64666516?at_medium=RSS&at_campaign=KARANGA
Keira Knightley: Actress joins call to tackle toxic behaviour,Keira Knightley and Naomie Harris call for action against bullying in the entertainment industry.,Keira Knightley: Actress joins call to tackle toxic behaviour. Keira Knightley and Naomie Harris call for action against bullying in the entertainment industry.,entertainment,"Thu, 05 May 2022 15:04:04 GMT",https://www.bbc.co.uk/news/entertainment-arts-61337824?at_medium=RSS&at_campaign=KARANGA
Phil Taylor: 16-time world champion to retire at the end of 2024,Phil Taylor will retire from competitive darts for the second time after the 2024 World Senior Darts Tour.,Phil Taylor: 16-time world champion to retire at the end of 2024. Phil Taylor will retire from competitive darts for the second time after the 2024 World Senior Darts Tour.,entertainment,"Mon, 20 Nov 2023 19:23:53 GMT",https://www.bbc.co.uk/sport/darts/67480588?at_medium=RSS&at_campaign=KARANGA
'Forget what he says' - Edwards fired up at final face-off,British champion Leon Edwards and American Belal Muhammad weigh in before their welterweight title fight at UFC 304 in Manchester on Saturday.,'Forget what he says' - Edwards fired up at final face-off. British champion Leon Edwards and American Belal Muhammad weigh in before their welterweight title fight at UFC 304 in Manchester on Saturday.,entertainment,"Fri, 26 Jul 2024 19:30:15 GMT",https://www.bbc.com/sport/mixed-martial-arts/articles/cyx5vez6n4no
"UFC 282 talking points: Judges' controversy, Till to 'take time off' and Rosas Jr impresses",BBC Sport looks at the main talking points from UFC 282 as the judges' scoring in Paddy Pimblett's win and the main event attracts criticism.,"UFC 282 talking points: Judges' controversy, Till to 'take time off' and Rosas Jr impresses. BBC Sport looks at the main talking points from UFC 282 as the judges' scoring in Paddy Pimblett's win and the main event attracts criticism.",entertainment,"Sun, 11 Dec 2022 15:59:54 GMT",https://www.bbc.co.uk/sport/mixed-martial-arts/63932941?at_medium=RSS&at_campaign=KARANGA
Kate Bush running up that chart thanks to Stranger Things,The UK singer has been trending online after featuring in the new latest series of the Netflix drama.,Kate Bush running up that chart thanks to Stranger Things. The UK singer has been trending online after featuring in the new latest series of the Netflix drama.,entertainment,"Wed, 01 Jun 2022 11:13:53 GMT",https://www.bbc.co.uk/news/entertainment-arts-61658062?at_medium=RSS&at_campaign=KARANGA
'I miss her hugs': Warwick Davis's tribute to wife,"The Star Wars actor describes his wife Samantha as his ""favourite human"" after she dies aged 53.","'I miss her hugs': Warwick Davis's tribute to wife. The Star Wars actor describes his wife Samantha as his ""favourite human"" after she dies aged 53.",entertainment,"Wed, 17 Apr 2024 20:34:46 GMT",https://www.bbc.co.uk/news/entertainment-arts-68839035
Eurovision 2023: Ukraine's champions Kalush Orchestra get Liverpool party started,Reigning champions Kalush Orchestra kick off the official build-up to the song contest in Liverpool.,Eurovision 2023: Ukraine's champions Kalush Orchestra get Liverpool party started. Reigning champions Kalush Orchestra kick off the official build-up to the song contest in Liverpool.,entertainment,"Fri, 05 May 2023 21:22:27 GMT",https://www.bbc.co.uk/news/entertainment-arts-65495434?at_medium=RSS&at_campaign=KARANGA
Strictly Come Dancing: Final four set for ballroom showdown,"Hamza Yassin, Fleur East, Helen Skelton and Molly Rainford all hope to land the glitterball trophy.","Strictly Come Dancing: Final four set for ballroom showdown. Hamza Yassin, Fleur East, Helen Skelton and Molly Rainford all hope to land the glitterball trophy.",entertainment,"Sat, 17 Dec 2022 00:08:11 GMT",https://www.bbc.co.uk/news/entertainment-arts-63943808?at_medium=RSS&at_campaign=KARANGA
Nirvana win lawsuit over 1991 Nevermind album cover,A judge's ruling prevents Spencer Elden from re-filing a case over the Nevermind sleeve,Nirvana win lawsuit over 1991 Nevermind album cover. A judge's ruling prevents Spencer Elden from re-filing a case over the Nevermind sleeve,entertainment,"Sun, 04 Sep 2022 17:43:21 GMT",https://www.bbc.co.uk/news/entertainment-arts-62789436?at_medium=RSS&at_campaign=KARANGA
The Traitors: Why viewers became so loyal to the BBC reality series,The Claudia Winkleman-fronted TV series has built a fiercely devoted following in recent weeks.,The Traitors: Why viewers became so loyal to the BBC reality series. The Claudia Winkleman-fronted TV series has built a fiercely devoted following in recent weeks.,entertainment,"Thu, 22 Dec 2022 00:01:23 GMT",https://www.bbc.co.uk/news/entertainment-arts-63970819?at_medium=RSS&at_campaign=KARANGA
I'm A Celebrity: Matt Hancock asks for forgiveness,The former health secretary was being grilled by campmates about his actions during the pandemic.,I'm A Celebrity: Matt Hancock asks for forgiveness. The former health secretary was being grilled by campmates about his actions during the pandemic.,entertainment,"Fri, 11 Nov 2022 22:16:50 GMT",https://www.bbc.co.uk/news/entertainment-arts-63604403?at_medium=RSS&at_campaign=KARANGA
Hannah Waddingham reveals drama teacher's insult that spurred her on to be TV star,The Ted Lasso star says a drama teacher once told her she'd never succeed because of her appearance.,Hannah Waddingham reveals drama teacher's insult that spurred her on to be TV star. The Ted Lasso star says a drama teacher once told her she'd never succeed because of her appearance.,entertainment,"Wed, 17 Jan 2024 01:25:15 GMT",https://www.bbc.co.uk/news/entertainment-arts-67992732?at_medium=RSS&at_campaign=KARANGA
Will Smith: Have Emancipation reviews been influenced by the slap?,Emancipation sees the actor play a slave who escapes a plantation and flees through Louisiana's swamps.,Will Smith: Have Emancipation reviews been influenced by the slap?. Emancipation sees the actor play a slave who escapes a plantation and flees through Louisiana's swamps.,entertainment,"Thu, 01 Dec 2022 17:46:26 GMT",https://www.bbc.co.uk/news/entertainment-arts-63795259?at_medium=RSS&at_campaign=KARANGA
Sir Anthony Hopkins on telling story of 'hero' Sir Nicholas Winton in One Life,The actor's new film tells the story of the man who helped rescue 669 children in the Kindertransport.,Sir Anthony Hopkins on telling story of 'hero' Sir Nicholas Winton in One Life. The actor's new film tells the story of the man who helped rescue 669 children in the Kindertransport.,entertainment,"Fri, 22 Dec 2023 01:43:56 GMT",https://www.bbc.co.uk/news/entertainment-arts-67604410?at_medium=RSS&at_campaign=KARANGA
Schitt's Creek star apologises for Depp-Heard costumes,"The Schitt's Creek star dressed as Johnny Depp with a friend, who posed as his ex-wife Amber Heard.","Schitt's Creek star apologises for Depp-Heard costumes. The Schitt's Creek star dressed as Johnny Depp with a friend, who posed as his ex-wife Amber Heard.",entertainment,"Thu, 02 Nov 2023 11:04:17 GMT",https://www.bbc.co.uk/news/entertainment-arts-67296157?at_medium=RSS&at_campaign=KARANGA
How Helsinki became the mobile gaming capital of the world,"The Finnish capital attracts top gaming talent, while Netflix is setting up its gaming division there.","How Helsinki became the mobile gaming capital of the world. The Finnish capital attracts top gaming talent, while Netflix is setting up its gaming division there.",entertainment,"Fri, 17 Feb 2023 13:32:04 GMT",https://www.bbc.co.uk/news/entertainment-arts-64655633?at_medium=RSS&at_campaign=KARANGA
Rick and Morty: New lead voice actors revealed during season 7 premiere,The sci-fi animated comedy returned for its seventh season with a new cast voicing its leads characters.,Rick and Morty: New lead voice actors revealed during season 7 premiere. The sci-fi animated comedy returned for its seventh season with a new cast voicing its leads characters.,entertainment,"Mon, 16 Oct 2023 11:58:52 GMT",https://www.bbc.co.uk/news/entertainment-arts-67107792?at_medium=RSS&at_campaign=KARANGA
‘I can keep the day job’ - Sheeran wins plagiarism case,The singer-songwriter had denied stealing parts of Marvin Gaye's Let's Get It On for his 2014 hit.,‘I can keep the day job’ - Sheeran wins plagiarism case. The singer-songwriter had denied stealing parts of Marvin Gaye's Let's Get It On for his 2014 hit.,entertainment,"Thu, 04 May 2023 19:57:05 GMT",https://www.bbc.co.uk/news/entertainment-arts-65480293?at_medium=RSS&at_campaign=KARANGA
Alagiah: Winning trust in the worst moments,"A look a George Alagiah's life, from his birth in Sri Lanka to Africa and the Six O'Clock News in London.","Alagiah: Winning trust in the worst moments. A look a George Alagiah's life, from his birth in Sri Lanka to Africa and the Six O'Clock News in London.",entertainment,"Mon, 24 Jul 2023 18:52:29 GMT",https://www.bbc.co.uk/news/entertainment-arts-66295034?at_medium=RSS&at_campaign=KARANGA
"Luke Littler, 16, to make World Series debut in Bahrain",Sixteen-year-old Luke Littler will make his World Series debut this month after becoming the youngest player to reach the PDC World Championship final.,"Luke Littler, 16, to make World Series debut in Bahrain. Sixteen-year-old Luke Littler will make his World Series debut this month after becoming the youngest player to reach the PDC World Championship final.",entertainment,"Mon, 08 Jan 2024 16:03:17 GMT",https://www.bbc.co.uk/sport/darts/67916066?at_medium=RSS&at_campaign=KARANGA
Will TikTok take Saltburn from bathtubs to Baftas?,"The film, a viral streaming hit, marks a new era for audiences, viewing habits - and awards season.","Will TikTok take Saltburn from bathtubs to Baftas?. The film, a viral streaming hit, marks a new era for audiences, viewing habits - and awards season.",entertainment,"Fri, 16 Feb 2024 01:29:30 GMT",https://www.bbc.co.uk/news/entertainment-arts-68229594?at_medium=RSS&at_campaign=KARANGA
BBC's Newsnight to be cut back as part of savings plan,"The long-running show will have an overhaul, but more resources will go into BBC digital journalism.","BBC's Newsnight to be cut back as part of savings plan. The long-running show will have an overhaul, but more resources will go into BBC digital journalism.",entertainment,"Wed, 29 Nov 2023 15:21:21 GMT",https://www.bbc.co.uk/news/entertainment-arts-67564479?at_medium=RSS&at_campaign=KARANGA
Olivier Awards: Jason's best jokes and 7 other highlights,Jason Manford's references to the Oscars slap were among several memorable moments at the ceremony.,Olivier Awards: Jason's best jokes and 7 other highlights. Jason Manford's references to the Oscars slap were among several memorable moments at the ceremony.,entertainment,"Mon, 11 Apr 2022 04:37:42 GMT",https://www.bbc.co.uk/news/entertainment-arts-61024410?at_medium=RSS&at_campaign=KARANGA
"Stranger Things prequel play combines darkness and fun, creators say",The TV show's creators say their play mixes horror with the fun of meeting characters in their youth.,"Stranger Things prequel play combines darkness and fun, creators say. The TV show's creators say their play mixes horror with the fun of meeting characters in their youth.",entertainment,"Tue, 21 Mar 2023 00:49:44 GMT",https://www.bbc.co.uk/news/entertainment-arts-65013620?at_medium=RSS&at_campaign=KARANGA
Stampy's Lovely World: 1.7m say farewell to YouTube series,"Joseph Garrett, better known as Minecraft's Stampy Cat, broadcasts his final episode in the series.","Stampy's Lovely World: 1.7m say farewell to YouTube series. Joseph Garrett, better known as Minecraft's Stampy Cat, broadcasts his final episode in the series.",entertainment,"Sun, 22 Oct 2023 13:49:42 GMT",https://www.bbc.co.uk/news/entertainment-arts-67187916?at_medium=RSS&at_campaign=KARANGA
British Soap Awards: EastEnders wins as Jane McDonald hosts,The awards were hosted by Jane McDonald after Phillip Schofield left ITV last week.,British Soap Awards: EastEnders wins as Jane McDonald hosts. The awards were hosted by Jane McDonald after Phillip Schofield left ITV last week.,entertainment,"Sun, 04 Jun 2023 10:57:35 GMT",https://www.bbc.co.uk/news/entertainment-arts-65801743?at_medium=RSS&at_campaign=KARANGA
"Alice, Darling: The film putting coercive control in the spotlight","Why Mary Nighy's film, starring Anna Kendrick, is getting audiences talking about toxic relationships.","Alice, Darling: The film putting coercive control in the spotlight. Why Mary Nighy's film, starring Anna Kendrick, is getting audiences talking about toxic relationships.",entertainment,"Wed, 15 Feb 2023 00:45:57 GMT",https://www.bbc.co.uk/news/entertainment-arts-64595136?at_medium=RSS&at_campaign=KARANGA
Teenager Littler plays down Klopp praise,"Teenager Luke Littler plays down praise he received from Liverpool manager Jurgen Klopp, describing it as ""literally another day in my life.""","Teenager Littler plays down Klopp praise. Teenager Luke Littler plays down praise he received from Liverpool manager Jurgen Klopp, describing it as ""literally another day in my life.""",entertainment,"Fri, 01 Mar 2024 23:38:55 GMT",https://www.bbc.co.uk/sport/darts/68453517
"Selena Gomez, Jenna Ortega and more walk red carpet at Emmy Awards","Stars of Succession, Better Call Saul and Wednesday were all seen arriving for the ceremony in LA.","Selena Gomez, Jenna Ortega and more walk red carpet at Emmy Awards. Stars of Succession, Better Call Saul and Wednesday were all seen arriving for the ceremony in LA.",entertainment,"Tue, 16 Jan 2024 04:30:59 GMT",https://www.bbc.co.uk/news/entertainment-arts-67989266?at_medium=RSS&at_campaign=KARANGA
The Color Purple stars 'want to make Oprah Winfrey proud',Fantasia Barrino and Danielle Brooks take on roles previously played by Whoopi Goldberg and Oprah Winfrey.,The Color Purple stars 'want to make Oprah Winfrey proud'. Fantasia Barrino and Danielle Brooks take on roles previously played by Whoopi Goldberg and Oprah Winfrey.,entertainment,"Sun, 21 Jan 2024 00:20:38 GMT",https://www.bbc.co.uk/news/entertainment-arts-67917529?at_medium=RSS&at_campaign=KARANGA
"My Mum, Your Dad: What to expect from Davina McCall's 'middle-aged Love Island'","My Mum, Your Dad will air in Autumn on ITV and will feature single parents looking for love.","My Mum, Your Dad: What to expect from Davina McCall's 'middle-aged Love Island'. My Mum, Your Dad will air in Autumn on ITV and will feature single parents looking for love.",entertainment,"Fri, 09 Jun 2023 11:39:35 GMT",https://www.bbc.co.uk/news/entertainment-arts-65857058?at_medium=RSS&at_campaign=KARANGA
Ms Marvel: Critics praise Disney's 'joyful' first Muslim superhero story,"Disney+ series Ms Marvel, which stars Iman Vellani, is said to have made ""pop culture history"".","Ms Marvel: Critics praise Disney's 'joyful' first Muslim superhero story. Disney+ series Ms Marvel, which stars Iman Vellani, is said to have made ""pop culture history"".",entertainment,"Thu, 09 Jun 2022 12:45:27 GMT",https://www.bbc.co.uk/news/entertainment-arts-61743910?at_medium=RSS&at_campaign=KARANGA
Westwood exits radio show after sexual misconduct claims,"DJ Tim Westwood leaves Capital Xtra ""until further notice"" after sexual misconduct allegations.","Westwood exits radio show after sexual misconduct claims. DJ Tim Westwood leaves Capital Xtra ""until further notice"" after sexual misconduct allegations.",entertainment,"Wed, 27 Apr 2022 15:01:53 GMT",https://www.bbc.co.uk/news/entertainment-arts-61247316?at_medium=RSS&at_campaign=KARANGA
Sally Phillips on daring to star in a sex comedy film,The actress on playing a woman who starts an all-male house cleaning business - with extras.,Sally Phillips on daring to star in a sex comedy film. The actress on playing a woman who starts an all-male house cleaning business - with extras.,entertainment,"Tue, 12 Jul 2022 00:28:22 GMT",https://www.bbc.co.uk/news/entertainment-arts-62080757?at_medium=RSS&at_campaign=KARANGA
"Film critics fall for Halle Bailey, the new Little Mermaid's 'charismatic' Ariel","Reviews of Disney's latest live-action remake praise its star Halle Bailey, but are otherwise mixed.","Film critics fall for Halle Bailey, the new Little Mermaid's 'charismatic' Ariel. Reviews of Disney's latest live-action remake praise its star Halle Bailey, but are otherwise mixed.",entertainment,"Mon, 22 May 2023 18:25:46 GMT",https://www.bbc.co.uk/news/entertainment-arts-65672642?at_medium=RSS&at_campaign=KARANGA
English National Opera musicians and singers to go on strike,It will be the first time in 44 years that Musicians Union members have taken full strike action.,English National Opera musicians and singers to go on strike. It will be the first time in 44 years that Musicians Union members have taken full strike action.,entertainment,"Wed, 17 Jan 2024 13:55:23 GMT",https://www.bbc.co.uk/news/entertainment-arts-68006230?at_medium=RSS&at_campaign=KARANGA
Israel agrees to change Eurovision song lyrics,Contest bosses had ruled that references in October Rain to last year's Hamas attacks broke neutrality rules.,Israel agrees to change Eurovision song lyrics. Contest bosses had ruled that references in October Rain to last year's Hamas attacks broke neutrality rules.,entertainment,"Sun, 03 Mar 2024 15:31:54 GMT",https://www.bbc.co.uk/news/entertainment-arts-68462848
Grammy Awards 2024: Taylor Swift breaks nomination record,Swift has become the first songwriter to receive seven song of the year nominations.,Grammy Awards 2024: Taylor Swift breaks nomination record. Swift has become the first songwriter to receive seven song of the year nominations.,entertainment,"Fri, 10 Nov 2023 18:29:18 GMT",https://www.bbc.co.uk/news/entertainment-arts-67381339?at_medium=RSS&at_campaign=KARANGA
Jamie Foxx: Actor says he's 'on way back' after illness thanks to family,Actor Jamie Foxx speaks publicly for the first time since being hospitalised earlier this year.,Jamie Foxx: Actor says he's 'on way back' after illness thanks to family. Actor Jamie Foxx speaks publicly for the first time since being hospitalised earlier this year.,entertainment,"Sat, 22 Jul 2023 09:41:53 GMT",https://www.bbc.co.uk/news/entertainment-arts-66276785?at_medium=RSS&at_campaign=KARANGA
Hopwood DePree: From Hollywood to restoring Downton Shabby,Film producer Hopwood DePree swapped LA for Rochdale to save his family's ancient ancestral home.,Hopwood DePree: From Hollywood to restoring Downton Shabby. Film producer Hopwood DePree swapped LA for Rochdale to save his family's ancient ancestral home.,entertainment,"Sat, 11 Jun 2022 23:36:55 GMT",https://www.bbc.co.uk/news/entertainment-arts-61719220?at_medium=RSS&at_campaign=KARANGA
Joseph Fiennes on playing Gareth Southgate: 'Don't be misled by his decency - he has steel',The star is swapping The Handmaid's Tale for a play about the England manager at the National Theatre.,Joseph Fiennes on playing Gareth Southgate: 'Don't be misled by his decency - he has steel'. The star is swapping The Handmaid's Tale for a play about the England manager at the National Theatre.,entertainment,"Fri, 09 Jun 2023 02:31:55 GMT",https://www.bbc.co.uk/news/entertainment-arts-65838564?at_medium=RSS&at_campaign=KARANGA
"Firth's Pride and Prejudice shirt fetches £25,000","The shirt, which Colin Firth wore as Mr Darcy, has been auctioned with the proceeds going to charity.","Firth's Pride and Prejudice shirt fetches £25,000. The shirt, which Colin Firth wore as Mr Darcy, has been auctioned with the proceeds going to charity.",entertainment,"Tue, 05 Mar 2024 20:21:26 GMT",https://www.bbc.co.uk/news/entertainment-arts-68415018
Netflix: How did the streaming service turn its fortunes around?,The streamer has grown its subscriber base after two consecutive quarters of losses.,Netflix: How did the streaming service turn its fortunes around?. The streamer has grown its subscriber base after two consecutive quarters of losses.,entertainment,"Wed, 19 Oct 2022 04:58:21 GMT",https://www.bbc.co.uk/news/entertainment-arts-63240333?at_medium=RSS&at_campaign=KARANGA
Britney Spears returns to music scene with Elton John collaboration,"Little is known about the new track, but it will be called Hold Me Closer.","Britney Spears returns to music scene with Elton John collaboration. Little is known about the new track, but it will be called Hold Me Closer.",entertainment,"Mon, 08 Aug 2022 21:30:42 GMT",https://www.bbc.co.uk/news/entertainment-arts-62471982?at_medium=RSS&at_campaign=KARANGA
Fashion on parade as stars arrive for the Oscars,"The famous carpet may have changed for this year's Oscars, but the glamour was the same as ever.","Fashion on parade as stars arrive for the Oscars. The famous carpet may have changed for this year's Oscars, but the glamour was the same as ever.",entertainment,"Mon, 13 Mar 2023 00:20:54 GMT",https://www.bbc.co.uk/news/entertainment-arts-64935067?at_medium=RSS&at_campaign=KARANGA
Women's Prize for Fiction: Barbara Kingsolver wins for Demon Copperhead,Barbara Kingsolver's Demon Copperhead sees her become the first author to win the award twice.,Women's Prize for Fiction: Barbara Kingsolver wins for Demon Copperhead. Barbara Kingsolver's Demon Copperhead sees her become the first author to win the award twice.,entertainment,"Wed, 14 Jun 2023 18:46:55 GMT",https://www.bbc.co.uk/news/entertainment-arts-65907218?at_medium=RSS&at_campaign=KARANGA
Oliviers 2022: Jason Manford's best jokes and 7 other highlights,Jason Manford's references to the Oscars slap were among several memorable moments at the ceremony.,Oliviers 2022: Jason Manford's best jokes and 7 other highlights. Jason Manford's references to the Oscars slap were among several memorable moments at the ceremony.,entertainment,"Mon, 11 Apr 2022 04:37:42 GMT",https://www.bbc.co.uk/news/entertainment-arts-61024410?at_medium=RSS&at_campaign=KARANGA
"Dame Hilary Mantel: Rowling, Mosse and Evaristo lead tributes to late author","The Booker Prize winner, known for creating the Wolf Hall series, died on Thursday aged 70.","Dame Hilary Mantel: Rowling, Mosse and Evaristo lead tributes to late author. The Booker Prize winner, known for creating the Wolf Hall series, died on Thursday aged 70.",entertainment,"Fri, 23 Sep 2022 16:22:11 GMT",https://www.bbc.co.uk/news/entertainment-arts-63005841?at_medium=RSS&at_campaign=KARANGA
The Beatles' last song Now And Then is finally released,"The Fab Four's ""emotional"" farewell single Now And Then is available for fans 45 years later.","The Beatles' last song Now And Then is finally released. The Fab Four's ""emotional"" farewell single Now And Then is available for fans 45 years later.",entertainment,"Thu, 02 Nov 2023 18:40:53 GMT",https://www.bbc.co.uk/news/entertainment-arts-67285117?at_medium=RSS&at_campaign=KARANGA
